Cell_ID,Cell_Type,Batch,Condition,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20
Cell_277,NK,Batch3,Disease,45.18918625909885,52.047673503881214,48.14225815520843,54.31837621678929,35.91976654036858,42.61574699469421,43.56073181151394,41.08435243623732,51.75031023507671,36.556213888374515,50.270499509338514,41.16963695187543,54.64919676154887,53.66422549363526,57.294233901605715,32.405041581561306,,55.438130963213226,60.22941793472651,49.792986605901085
Cell_278,NK,Batch2,Disease,50.312117694022554,52.29769678784512,53.98485617915936,37.48451245159801,,64.68694406701286,53.010829833433895,46.74372905125808,50.79626748449757,54.20483042046118,error,61.123422042322616,48.83791404410622,51.647709497094006,53.25736243841534,63.0704615260095,48.261105440328826,36.82962891908588,56.77438845092908,48.447009977651824
Cell_279,Unknown,Batch1,Healthy,43.864657859912434,55.09084177843528,64.82563313066461,39.90473450127011,28.555969728721724,41.332667157035544,48.65502450469913,68.79512926225557,31.260405509130162,64.79383988658776,59.337050836108304,41.28218779406133,47.423048452930736,49.84999819205071,57.62446862613422,62.486339924734835,error,53.696927505995745,,55.529867798594246
Cell_280,Monocyte,Batch2,Healthy,24.308413401835306,,46.18573938475214,52.03573956089002,59.32798351518187,,39.519392973360006,49.68684158382653,38.51083365125315,49.40262461372655,59.41584957716669,28.940136823491315,error,56.872385501975074,error,53.767428857405946,43.44847727008671,54.16060737303794,66.16027799618526,33.40879641854902
Cell_281,B-cell,Batch3,Healthy,57.36194953269014,38.9330805683162,41.52812190169788,53.31091236710639,56.89574578956138,,54.5405679947076,51.33371229981162,,,39.85404426398108,47.19704210726202,37.26390797356899,51.77608528504307,52.01094456430882,51.435383529661635,47.49768948213469,53.047260294643806,53.88030146123326,47.06837901294529
Cell_282,T-cell,Batch2,Healthy,60.80331250884678,45.56092281665625,52.56622126704703,56.44085525680409,40.935264636755356,39.568231591386024,41.42482318089868,26.648931982306454,36.32279784551386,39.60969117058152,40.69829342953497,error,46.35300411048488,39.039911549023145,,70.10583895683338,64.62331646055414,,53.06805875312377,44.882679029871866
Cell_283,B-cell,Batch1,Healthy,64.61408428246136,39.887025035654446,49.691920458183915,49.56865235438269,50.07945765263659,60.48418984784459,error,,59.129101110969025,67.14043699251897,34.72165872584503,45.59208960480815,41.697395177146305,51.20516400794241,48.151512578241025,,57.52582143880412,43.23750566447095,,46.30438357107389
Cell_284,Monocyte,Batch3,Disease,,45.50731871335073,34.964647304175415,53.570192238877716,39.60354187224989,40.06400908722469,50.215610186979156,40.456071828664705,56.87933122240614,44.89125003390623,33.868825500841965,45.85439467377109,50.23320207969446,error,,61.041192514472684,36.10990902204394,58.93817309799992,59.27401912615779,55.05408518015891
Cell_285,Monocyte,Batch2,Healthy,44.04533078007676,error,30.237063241818582,53.08032032188589,51.018261579436924,49.41586017535832,57.75988569568143,55.05381996820006,60.242440516889936,40.5341627530117,45.472705585436486,,47.25376811385589,60.598244533133695,31.63375661860926,44.344963326362475,50.1794730953187,,,48.65822489330741
Cell_286,B-cell,Batch1,Disease,,52.18413110666548,62.13954824782371,51.29845450776451,67.27571899741913,37.7465994793736,58.979176884301594,,62.74867465870319,,,40.42429392171743,45.16217073643542,62.187220053768144,58.45689023399896,49.987432069420585,39.141736790149864,52.673556080933224,47.98546430842042,45.156622164174856
Cell_287,Monocyte,Batch1,Healthy,52.31261427475039,63.50188223632776,62.15352518813193,70.8215217905245,44.22641344485751,46.17638087067573,61.0256808743616,40.457524688241136,44.209886572129854,58.90285639045473,41.59432479907463,35.131959223163136,44.21811592079473,63.36188909404553,48.53166182014974,36.994667510169556,50.12118884519234,52.049834604614205,50.98554106336798,72.42633301664765
Cell_288,Unknown,Batch3,Healthy,42.60669413553238,41.87062655500518,50.213204988026824,45.97062710129011,50.01446672614041,33.707378799167714,39.566175440435714,63.696622355039224,59.95199540848388,47.711830971504824,52.075063101219214,38.46213613249595,59.44468827715204,44.890529041961706,47.25231247670096,61.091809911662764,37.49317767725668,43.273092657052565,61.53858673864305,53.484608552516875
Cell_289,B-cell,Batch3,Healthy,60.306343192509274,43.56576272065986,52.79500249141642,41.050577119526444,50.884670769138225,70.03102220463686,57.38256654542176,35.993193829143166,43.3725821574063,56.746484866549615,65.45976864663339,50.45356991334435,43.81734344488005,48.615092881378466,23.73811602238114,72.02489855170032,41.952470348564646,,44.07418864979896,44.25454464164695
Cell_290,T-cell,Batch1,Healthy,error,69.57027965188885,43.43864530560521,50.40262095826633,35.48000052274705,42.96123026994754,46.16807816491898,46.89368003703943,47.99600702712533,53.8923033189169,50.1524748085492,27.464591622416535,46.21493505272515,76.86229539843077,54.71800148446426,39.70233643386746,43.15370908023041,52.53888617626807,41.85727905364029,46.416407778110944
Cell_291,T-cell,Batch1,Disease,,44.9532003835779,44.089948138736105,47.957215713773124,50.32080112184012,50.00689124370025,54.52215985228578,56.268429043711144,55.7398173396343,55.89448158909726,56.75301113505998,44.705582215414495,55.04697529523793,63.93768881370056,39.64162947483649,32.38011317330316,28.711059059788884,40.42802211315726,48.572702892270684,52.36050434992014
Cell_292,NK,Batch2,Disease,49.44353517578875,53.792592884441596,61.87367612132394,48.162877967334296,59.95531532489715,36.57709625080445,55.00504126141205,,47.02384192034765,51.892159511065586,,68.4037072797032,38.61187576434362,62.278929176074726,53.554696020278826,41.17117697803706,44.47406083183954,71.39738028621682,43.4674628917031,63.658462940659376
Cell_293,Unknown,Batch1,Disease,55.102854152552595,51.48936832006526,30.46716389815874,40.023207171416345,35.47162755414864,34.78732581372294,,38.09513008042429,32.6885863955159,42.33308129378982,64.83928230013485,47.38339223559947,57.769229523611344,57.51424303344734,54.9410487015096,19.069546797757365,45.249035974661645,62.39813641781787,50.19659850653316,48.90157094173293
Cell_294,T-cell,Batch1,Healthy,36.1407095414287,36.64331767553667,63.17456863364574,52.17971508454939,40.329698489678165,54.04511431080523,69.39899985012897,40.22655041190763,58.933690045990346,39.14307075939384,,44.59689186971368,55.97305593407299,error,41.85831320163739,37.85383484139107,55.980552871731916,56.067831434302164,,56.85698855487158
Cell_295,Monocyte,Batch1,Disease,71.6640421486542,49.17586105071014,44.1364551959516,error,39.68955535591735,62.179596509910475,50.69864300760075,64.66657164960876,41.09905631673958,33.35024805170903,48.62197375259103,41.83987116668894,62.310348762837755,35.489508246204046,66.74173694912787,41.950904836658474,46.899215803442615,47.46154297129509,47.503974419160045,39.353117051410685
Cell_296,T-cell,Batch2,Disease,52.551170234237134,48.457280525502,41.583979725970195,46.237228625656925,57.092881101696925,48.4844031194569,47.19044488654325,29.727691932687378,45.59631109274684,45.514284132248555,63.33710384187471,39.428838306711874,45.425967336184144,45.07883224945893,,53.53600945881266,73.67292774513025,45.307340594917655,54.481091932090536,56.281494198535874
Cell_297,T-cell,Batch3,Disease,44.599487383150816,,error,52.52264099077203,61.04147070113207,66.33509172929888,59.927478827536895,46.20472909632618,58.99173340242348,50.54035838784355,66.08062096152986,45.37178086490798,32.147747749970264,54.54444343486865,62.41792985183474,32.02487912792303,56.51121715368816,44.19788894117537,55.40696102181902,49.728012309004
Cell_298,NK,Batch2,Healthy,35.72497185570371,33.498173368897724,38.47171745256147,60.31782988597248,,57.07735661532613,42.39497895781262,53.306320381172384,70.28307895127301,52.85399310918607,37.458688979303794,51.09155778529934,43.708327172809966,35.226904944822905,33.0065691179468,60.810412494370944,66.20933430435889,63.525898121157795,52.759010190986686,38.687519881708646
Cell_299,Monocyte,Batch2,Healthy,63.29542907115112,54.821022110870345,,55.99025616212337,68.11116501750013,32.612386731275706,63.108663660803934,54.9402719446487,65.82324725376631,49.562513796658024,error,33.420623028571576,26.026231420944082,74.73879618997728,62.59272361923536,59.436091897958676,53.07890793311826,44.35806419314935,43.6077667858164,48.42781479691272
Cell_300,T-cell,Batch3,Healthy,51.99608969671999,39.08175584723523,61.8445665531185,46.879782471275085,52.696777018248476,39.1784343769565,46.05237519164549,51.775354993595556,46.09005043666343,48.32488368597464,53.799861243462985,36.53186642648808,50.17194046295101,60.46250342370506,55.48326372515293,62.975158785326876,40.665159510608646,52.572367696159006,68.49105580609498,58.83194396596895
Cell_301,T-cell,Batch2,Disease,42.393344439193854,49.49747881033991,45.24608978885767,48.54282976025864,48.69173483437814,51.32249551891638,51.28881395158508,36.50229630562915,62.874951253321356,64.73180151994859,58.618205526295924,62.76616360968226,36.48971774704663,60.7140659086175,40.492870089432515,58.24756618271188,69.4915356193494,56.137199871005734,42.58642269759883,69.86609669534717
Cell_302,NK,Batch2,Healthy,49.6325928872083,50.40178462646489,40.525483354308726,63.08017943454016,54.70176265150486,35.1970518629367,66.26668807500235,41.37927046009972,39.64583777112475,63.51018707232295,58.15134671963761,57.751811945627665,error,53.42248097495626,57.77603180954813,52.404575635620176,53.85533214091369,57.23337388842306,error,56.81265535668296
Cell_303,Monocyte,Batch1,Disease,46.359842281816746,45.62495436104307,55.760474658496086,35.67446411426907,43.218906282598255,47.04952024538123,42.464592084937074,61.37006713480309,39.31096227183821,50.206515081424854,63.00570955195875,39.659639770952616,47.34373815925579,54.24389086741821,32.09959176491561,46.862555613612656,42.22076946019169,75.61880516955277,56.61513319654442,48.80769579319089
Cell_304,T-cell,Batch1,Healthy,65.80490240064536,54.57599731775929,36.71561261541048,38.637941717541885,,44.86581982370913,65.27727385981974,38.17209907159687,52.80742014658064,,54.08903702641698,60.75483243007177,63.69626668298186,59.67058498702147,61.92296990322029,43.053098334493875,,48.35266021229949,32.976091040638266,54.72887574864297
Cell_305,NK,Batch3,Healthy,49.33669667761723,43.548533644117484,,54.39920960234583,54.139838388395496,36.53245065284491,56.399657432026245,58.63986789606243,51.31541424771662,43.15762239702735,50.18710014841475,50.504271435057156,51.26311125874594,47.29952009177073,48.426364731012484,27.7040680057145,66.15530541992861,62.91696143834132,23.919128401862064,33.363374176248456
Cell_306,Unknown,Batch1,Disease,55.20926014447714,44.43242663692316,34.79366977654968,54.25095625370551,62.36305932780667,55.01775803478833,52.83964525990761,52.662080365017005,41.74679265397833,48.71115019963848,51.58156825883587,58.50713209502279,67.92907345654828,34.50733516543602,37.590414116726876,31.44963408651451,47.23691934096664,35.937008756200086,56.653779158390776,66.69953038550867
Cell_307,B-cell,Batch3,Disease,33.1716924345307,44.54201474693673,63.163297362697506,58.5864689967916,48.20887987401687,54.60708870698559,52.2064419579949,error,65.36929561542405,51.93094827965177,56.505613881347585,47.34415556298711,error,34.2511038725586,27.2897211189851,37.989433937254475,52.47699862442861,55.04374843031614,45.8194536007974,50.64874297384237
Cell_308,Unknown,Batch2,Healthy,57.71666595477443,60.96083593082048,71.3540597874929,46.679450113412855,44.35868440626812,62.123291452464755,38.98276009698506,53.27396033572561,61.35848952075365,55.196753932666574,53.45003723196619,62.57337359178099,58.76509702464051,35.88355306980074,54.92974981470935,46.55951840367921,42.10851470467751,,48.95462973594601,38.052786217279944
Cell_309,Unknown,Batch3,Disease,70.42822787308334,31.885835036422996,59.16089487787547,47.7073246676125,79.27866295433623,40.95117802265716,38.366283742197965,,42.69970704946768,53.51488399177298,42.580341188898295,46.6932175970915,41.94512979436877,40.376001740017585,37.495058238187404,55.358249419163926,56.64642284810481,32.997413246978184,23.142554563127014,59.551155350563796
Cell_310,T-cell,Batch1,Healthy,47.783809880448736,44.798949934603996,error,52.2580194211374,49.450639640250536,48.005925621230965,44.92544382120535,,49.05346146458297,50.144371424310584,27.616271276663255,50.00594792655016,51.00703086447254,37.011901540332076,56.412016519666444,34.274559561231584,53.58641972264054,50.34417438622768,37.815411747563644,49.70954553058721
Cell_311,Monocyte,Batch2,Disease,44.83118221387608,42.39683030361331,57.91827569185497,60.61357539272608,error,40.81313801782725,,,58.01404898283355,58.371487157022834,,53.32512851632472,49.03978169840646,55.77256061557068,59.30220858003668,54.62936531494082,50.716670861035475,25.340234220644593,,56.07683239011574
Cell_312,NK,Batch2,Healthy,56.44024816507479,45.44370186512916,52.90658526315045,50.97378934484758,50.482710223576404,37.08277305167644,55.158970272788785,72.37767541747417,53.7668856929684,64.54337687106164,39.74753697131294,34.96112718193719,48.122602709175375,52.93981958029666,39.919142499846885,63.99815291243131,56.89090953905601,63.37791194875112,36.115646747063735,51.29769501467759
Cell_313,Monocyte,Batch3,Healthy,54.28036844165216,,54.67385387511975,52.858270568528035,69.7234222361669,50.387302092276464,43.505123206278185,59.531120095609516,51.42666679609874,53.015493737046455,73.3570567684755,48.670223399697115,56.84917611796071,63.90943516855766,55.9030554273658,59.35344146776205,58.73436592366677,38.75130417631578,33.255706363242446,42.6875145226662
Cell_314,Monocyte,Batch3,Healthy,50.124817087096595,55.64701425045049,39.528344370866314,70.16435316672684,52.7942045149398,42.40139482769561,52.37588256662992,49.536650483413986,43.35614726024463,49.413726061956325,39.133783311567264,60.53719524483956,60.41962420761311,error,57.756551231667586,50.67274836288368,52.867355771394756,43.93217198238863,65.73763925383268,59.10088400260304
Cell_315,T-cell,Batch1,Disease,63.86968134480382,65.4343680082671,47.75699209672995,58.379862818886124,62.71599342480626,27.40718764528625,40.9292473534543,43.43835387365843,40.159321011410725,,24.067934067244355,56.04552590755147,54.33269577953344,42.9690910768732,51.763925557536815,47.62786616455032,48.31585145401439,53.98682493598211,57.95500848850035,60.59157440469061
Cell_316,B-cell,Batch2,Disease,78.05026354491613,47.71688191247361,51.22320122037074,66.06601341587435,40.58626575391669,57.18412917044753,48.113294845165505,error,61.663526951949954,53.16299830871884,63.83259886360179,46.63241961479417,48.22254882914871,55.86988316064202,47.81312235198703,44.416019153611465,48.692713951118826,61.11338272714237,55.73576588846914,42.978962348206935
Cell_317,Unknown,Batch1,Healthy,52.90486770573755,46.92854174065952,42.47859598816091,error,63.20380293429221,38.81228320155,55.13147578078174,29.478040670329516,53.59224330557451,45.8489753568028,45.89823522987227,38.40713712579136,62.91889441322192,72.73000923341401,55.398380409753166,35.86951701746874,53.193206908860546,53.18720256470442,56.45987399414702,56.59618548441016
Cell_318,NK,Batch2,Disease,47.77767758167346,67.45184185674357,57.73745156722318,49.00109635650661,61.040831028637015,,59.8817983985914,42.931577781980025,41.86951924707343,26.91986868280779,44.74361062245273,40.49202184288388,41.903098732091834,52.40735820944453,48.67683053546437,41.547136346769214,60.99294857456248,59.877217245215675,65.7134745335277,60.28473140858663
Cell_319,Monocyte,Batch2,Healthy,63.2273827441594,39.66109590106346,48.273301854723016,60.717581945872716,35.79935403585941,59.195033823248444,48.44427370072644,41.91189968855531,67.74184214433961,48.494131975993284,35.17989308583232,61.17236821366445,36.23101527417994,44.9879382605493,56.01970118725759,,46.05601268572611,67.71172256964871,50.464208474212924,38.63451979512142
Cell_320,B-cell,Batch1,Disease,59.164598122643596,53.43064054658854,51.332861725962424,47.633381093072664,55.517262046676095,50.3373955409322,51.86022204222141,37.85524014518017,36.45810251795987,54.87945059871657,72.22323256023805,75.53530575540766,61.957169256265594,51.67678455025264,,37.30018625045621,50.45446350301958,44.43003171457808,50.515289067562975,68.02887355863899
Cell_321,Monocyte,Batch1,Healthy,,38.16343695569412,44.223874365460006,53.55587669028031,63.948316336080936,,50.83551767392414,28.595215257209222,60.39953794004643,55.56530147629934,31.788548043051968,30.70589953750392,62.117875527694906,47.62193350074559,53.86613152208822,45.114047567342524,42.04484124103603,57.19946242848511,57.20017298985921,37.80512651158414
Cell_322,Unknown,Batch2,Healthy,52.29589244622862,55.01979078917519,58.44285139211342,50.036159487332256,63.83900211134204,56.30166186225667,49.25133783126502,42.28903200530111,48.716968944798815,,57.24981339357089,36.348106138247104,47.477134879269464,41.19445417390098,47.69998224908167,35.4893112623339,45.556717530077464,35.97316730271898,39.43832990724575,54.168146314095296
Cell_323,Monocyte,Batch3,Healthy,50.3554521511649,45.88618796336195,55.415045896979365,56.83530685075699,49.42439018928752,69.70211248996105,51.152848906140555,59.807083327079624,49.55779052428394,50.83473610822019,36.88065976564696,47.02599614121134,58.97861232995319,36.97800612412888,50.14676868062579,57.77234058187457,error,50.76416389156752,30.003131680691773,56.546075119459644
Cell_324,T-cell,Batch2,Disease,29.295722347231397,64.40114700309589,50.02442865152516,45.72499737440678,49.87966787574827,56.83293485548419,50.070343180586164,51.20890873865153,error,38.19460156366806,51.824627318628814,59.02320958162367,52.34516702254728,53.44961282563632,45.56201751350799,59.79105639463491,51.95982807536934,,47.38615950396714,65.0365254936338
Cell_325,T-cell,Batch3,Healthy,65.20305321163549,50.25607678452506,36.427981974041714,,49.87307211681633,58.954123958760334,38.44637192972348,54.09936803199622,65.21756887953964,45.82249499551013,51.42523338388731,49.523803975052104,60.14111182056956,51.36180603586489,,51.91295448156465,,27.87714199700102,51.0711055186446,46.35346643888253
Cell_326,T-cell,Batch3,Healthy,44.41615323707212,38.449434652722545,67.87849781610802,34.38042951638978,44.81840081403646,46.24363399166608,63.703037551808904,57.47360048307037,55.83322227131604,38.15743917528244,61.51305652869364,42.715373177070816,47.505331234780925,,51.28296038085682,48.40850148644446,37.80186495116643,43.704327800147034,60.76624999869628,50.33144432587137
Cell_327,Unknown,Batch1,Healthy,69.55295870413364,22.169802359992925,62.75560640050841,49.08538329679058,error,,error,51.93321012204826,,32.50739437043211,50.55146866062487,41.486897220428006,45.71327928752781,52.241618560761644,45.733009480702556,51.090674855948556,70.00778755410323,53.626553261567814,45.97973536717908,58.53570778306363
Cell_328,NK,Batch3,Disease,46.59316399017601,40.310118532529685,33.823947452501095,46.69712378571366,60.474951577405186,29.23869750583728,53.16947029584969,39.659230758977124,50.39795352211411,43.73832169257707,47.24770470253667,55.66698822653197,43.56854078477541,,54.81563544252148,53.110046693141214,55.752192878254306,63.25347527812681,68.19887341093298,53.5112588613438
Cell_329,Monocyte,Batch1,Disease,54.90560674783494,56.123931621964886,45.6576472835187,36.72140590604397,56.877600830997615,51.86547244818829,44.08440760378146,47.02597657179592,,58.086078600783225,55.993256089683584,46.91052318781873,35.31362328799706,33.412770945246734,42.24918761509562,53.21253273210514,38.32798172549674,60.57480242932176,46.46388075858804,error
Cell_330,Monocyte,Batch1,Disease,47.989618984292015,53.05482393635136,58.56859723171554,66.50801364720543,56.08649153589867,53.88790547084501,38.42530410290785,47.32351040679639,52.90759193821424,45.64696040183829,61.42189569991694,31.884926710893314,48.70165900795034,65.02434110509162,57.67273026938,47.107820050446946,55.73726794959328,34.87412852201284,57.71518088613447,59.074382304803336
Cell_331,Unknown,Batch2,Healthy,57.14860130451895,46.59998502480062,38.65879668716974,37.49522576569319,,52.83732594868726,46.47778695060938,47.373033248153,52.439409151560085,52.45597850284961,44.14565966075071,49.34704613041018,56.17208074848267,44.233744309065614,41.86175081913541,41.54201401427882,49.43777565423392,52.75264770097068,53.648037225122174,51.684556027162095
Cell_332,Monocyte,Batch3,Healthy,44.92930171999437,error,70.25502091500046,70.34199323292944,58.47564141809417,64.22406759861121,65.70517703260171,38.83552856968069,68.25132371521276,49.006707140563435,61.48330971123878,41.42875801072181,,57.725319385163694,59.385280511058035,53.37683035738854,54.92177663164598,54.0722320759058,42.597930277204625,43.58578007780057
Cell_333,NK,Batch2,Disease,,43.33910328242264,29.280737772368894,error,52.26512535448727,36.72931518409962,61.77855769783593,41.81231859418062,,35.22372254448165,47.90480799467419,48.22278864214946,42.85893450450417,54.29939421880037,53.45039159272894,60.00950443658088,58.68177475261819,46.38537552026969,error,45.8803099735075
Cell_334,NK,Batch2,Disease,58.63665706676567,75.73447768597386,58.36597088699073,53.970714645129036,,66.37880866939241,42.18733137723633,61.0124060339855,53.39872811196859,63.3795292066587,,41.327693212600025,51.96094629258681,47.4748610417503,50.2616296209144,45.049066743543946,52.84508186627169,51.29439938645511,54.12464018487009,46.477037891853946
Cell_335,Unknown,Batch3,Disease,32.689764656731285,39.03666959656077,38.30607411786638,53.77935665119017,41.63378845087561,54.203038211306094,error,47.62317866938875,54.11264509621314,66.66583346284777,41.20921823831523,32.02415361019192,37.358665230210946,55.26822513803735,45.02705546369965,36.12127221340642,50.01944178748357,53.816057757149714,51.41060121243518,56.04921730317811
Cell_336,NK,Batch2,Disease,51.35636432121942,35.0193767127023,63.52579966228328,36.563187604552056,48.09307713199683,52.52876911525691,58.784973308373104,60.77649312694183,49.613709893127435,55.987688696492356,53.65426995231763,56.34932373695439,error,33.698217849421155,47.25593931637171,51.81340771651119,63.88894285006926,45.9860295421518,,56.907740297392756
Cell_337,Unknown,Batch2,Disease,36.552639224748475,67.6643896791064,45.08793479061769,48.1997502189506,54.558130297344576,44.03578430810736,49.66964305094946,48.975279217874856,53.435810294029295,53.623947057653695,43.725659417448334,48.89861837765773,40.585926820578734,46.601249367682755,54.43655823360874,54.83881716312629,44.07838691375122,error,77.83157087176915,53.014371090167955
Cell_338,NK,Batch1,Healthy,53.17643231270919,44.18345227932442,56.853535036617885,46.89830132523777,42.84480681296368,41.71272426864639,46.98809845643895,60.774157955659774,44.36803111084339,43.718471040465765,24.4839301341294,60.90274446674484,48.01561435427252,35.47855738043452,error,error,32.00188373896372,49.65569508666891,42.65930766386916,60.435172270686714
Cell_339,T-cell,Batch1,Healthy,55.88768918933429,42.227514119903915,37.91349027633113,52.83516885702202,48.73233317561804,55.02473838755095,74.07406436267955,57.72250015811827,53.40351440731375,48.61432047814401,44.59179654568014,error,59.287927667056024,37.26677797015846,47.04665553301558,37.613162048440266,39.61947727972175,53.976496637714206,47.41444146114201,40.04809159665271
Cell_340,T-cell,Batch3,Disease,54.269837137827096,31.4289757089763,46.009711224054726,39.27986457496834,68.0538898185921,57.538256531319064,45.154157967626325,48.59081247702726,53.470758979559506,55.20982425763567,42.0134140013315,59.09274891829159,48.90061739205362,63.24565550688389,62.16756862991007,47.606959643905455,48.07310135095506,51.05909110413433,62.76939774121252,57.94571081039484
Cell_341,T-cell,Batch1,Disease,46.778436909611735,31.478252411691873,48.6354674728186,50.55239378701152,50.587209594054,36.69715915197169,56.71601250231483,57.770431347779535,43.400158675122675,46.963374013711764,53.01215977858886,58.65492734238902,,62.16100335460398,38.03422988106984,56.08672489921038,39.908515003904256,48.830240372034126,60.594534492913205,51.9579954950223
Cell_342,NK,Batch2,Disease,43.600963361887096,63.17027841158777,52.42092136745473,58.31026238877027,59.69341829121069,57.290560001373116,48.81941262145736,44.911636152787636,52.165120076456795,48.20300925015127,58.32094924953436,53.535134679465806,49.717847953714255,43.86583605980555,45.97547785160121,67.34472996277024,39.98933444208649,55.31667475058364,54.85239404445818,51.10799587181255
Cell_343,Monocyte,Batch1,Disease,44.307633014985676,56.63586028329948,53.28682128681526,66.30634477407938,55.32237394498867,56.81059819679731,70.59417699786592,58.395805325105705,,41.59332964476979,36.33275498638949,54.296344490981284,64.83266230088174,50.02985071080086,54.50694898515574,56.37636460763805,53.80395368690915,31.20620853727497,39.19783362874564,51.65107342842266
Cell_344,Unknown,Batch2,Healthy,43.03844680936864,62.97180343299695,36.80914361147717,66.63379022385274,65.14053858412586,39.981247622479195,58.12959032407604,32.61646573454894,65.08763952725266,47.63175813471676,,54.726968089029626,71.89040716292101,74.57899442175189,39.95723324167574,36.68155583597574,52.26048581154561,,32.15356350574423,59.46859060894745
Cell_345,T-cell,Batch2,Healthy,73.21464252143961,52.05073254732488,,43.61661962806238,51.89472076042685,59.43941025964054,58.057959435630686,56.55126976616205,31.053841651286046,46.422334077499414,58.86462220048358,39.023319238375834,53.03386599513753,37.51579870204806,39.320645078540544,39.3332838798931,error,41.00922448762784,43.24652007338218,60.138523989301156
Cell_346,Monocyte,Batch1,Disease,44.786564214183,55.29504297965775,38.257971486211545,55.587320066141714,31.352946358124374,51.90156630278442,72.47068162749747,51.61240742835718,53.715915289201554,72.25794406605934,60.60499462738007,36.17785799062305,,56.917856019504555,error,56.58291508601171,58.724977988538086,20.277448471205965,73.73115194165374,41.978549180739115
Cell_347,T-cell,Batch2,Healthy,51.75241868165331,,31.670172929199623,53.64270127253892,54.22471380898403,,58.72128321487676,,44.960131372049794,33.23723289678743,48.64314845008836,48.27169122560332,57.88975542428071,38.31930054983926,30.994136920598628,52.0997710038608,49.96907191346992,46.967788775753824,44.93514997240907,42.39865233595678
Cell_348,B-cell,Batch2,Healthy,69.01531666391406,49.226579525028455,37.399877735924235,42.11528424237243,43.93133696702795,48.35156852027817,56.64747671453702,51.17551230226916,62.797887946182605,,53.264224469261606,51.427327234108354,46.653286774649246,51.390508269841796,52.4263439843064,46.93704320530612,45.353560291225214,48.24042893167885,57.53507729008393,
Cell_349,T-cell,Batch1,Disease,40.89956245294158,51.371342666029065,45.552265218025376,44.95292829643067,66.27460271629596,,59.05462339427622,56.48288582555301,44.59623373466592,45.44617969680586,35.94541502073909,50.745979033226824,56.959811542359596,53.872494321241746,56.122264011723914,48.11979855102329,46.180543295639616,42.84897311083399,69.9269145743323,61.04508045760876
Cell_350,Unknown,Batch2,Healthy,47.99803400224883,46.934458902284625,42.23022617141753,42.736982007058,56.379598538004444,53.01792133060501,56.10016786814241,55.36980369037935,51.98070667448485,74.74087800542247,63.00789868318679,55.61260913381358,61.137893472216284,44.30946425427334,50.51975953522081,52.04654466170414,49.08345407949316,52.336385893867345,48.38931634947244,51.525480764085096
Cell_351,Unknown,Batch3,Healthy,37.166746091169124,59.177499236253006,44.13644368498399,71.64998255684239,47.58642343841603,42.40510369058147,33.00053468747386,24.004351445660625,49.24155184862104,48.66846437981003,45.13403895537996,55.065430891071514,37.80201426240488,57.5114821106082,58.08043860538004,42.357717570581656,39.260616353332246,57.293592297440206,36.74799169196156,43.47522413945897
Cell_352,NK,Batch3,Healthy,53.11198605411589,42.33366077135179,50.16934141743819,65.62174463563993,32.68662431245504,39.0723863216359,44.01572392201384,53.70546543238434,41.08398695908744,49.48266451280302,47.322218991203705,error,54.36283220756763,53.03545268322232,49.02052968960307,42.33542682813684,60.535292613361364,62.52907072917719,43.07422555470238,77.46362717638567
Cell_353,Monocyte,Batch2,Healthy,62.33016581925012,68.41178487906257,52.091086884484355,49.28963317614925,39.38866446822645,37.4105902966317,59.42189355293903,70.78377046417623,34.61087712533721,52.55763253541314,39.60926808388858,55.151259472249464,45.74394391154436,,64.3984090579336,42.93807092467454,40.83347491571538,56.779181158261814,47.71078053282717,39.18155269065042
Cell_354,B-cell,Batch3,Healthy,51.66970622831312,75.55563680874336,48.7061259630919,34.86526126327029,41.623411372306904,53.78992796750707,58.28884355078816,60.756707968299835,65.06854996054754,error,46.732750861308645,59.869270543443065,48.99632730548707,46.159318347778786,36.027494919967715,error,46.49139224625612,46.97802689762695,56.10498734723071,51.38702294341952
Cell_355,Unknown,Batch1,Healthy,51.38661609027466,49.91805742636962,65.62044642177764,40.56083734534685,43.90648419451465,57.660679823077,58.451708045425455,45.979796184323064,72.27654621908977,49.39298166457755,51.256224732406736,48.051011722867685,48.0052068752487,50.71480496743818,51.50679638740054,65.03599277618301,48.13074392781214,29.938508046064154,57.05661607718511,63.10772055927097
Cell_356,T-cell,Batch1,Healthy,58.723720210722426,52.42238828741849,44.257148309274704,66.07846772953897,68.38076317991643,33.78274632099675,46.753367679229825,43.33245383324044,43.2178314108375,67.9960209730251,53.63620863575649,57.049123535060716,,54.77249974247592,66.94925256079506,,49.95411438084078,50.412352233690115,51.88557400480093,47.92201700385316
Cell_357,Unknown,Batch2,Disease,53.495545937158504,56.2315735216929,47.25110384443718,55.850265665664224,50.331826690290285,,41.498428198508535,38.9122611171686,34.51162766337161,59.13414103331223,35.24034237066844,62.21008775769197,57.155649765158735,54.33199318029717,35.50549903440248,45.33366084765861,38.68300429012167,60.193270066623676,56.03080832123408,46.906953260955696
